player_name,player_id,,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Brandon Clarke,clarkbr01,2022,3362,1542,1.697262575,1.351702196,3.048964771,-0.422381726,2.836943635,2.414561909,1.320345726,1.692370387,3.012716113,4.571634757,3.584915183,0.986719574,0.866222519,1.229656348,2.095878867,0.164593005
Gary Clark,clarkga01,2022,797,378,-0.282996336,-0.855528754,-1.13852509,-0.696855436,0.990909524,0.294054088,-0.392569118,-0.512066224,-0.904635342,0.354726289,0.354726289,0,-0.336471812,-2.025009542,-2.361481354,-0.326689774
Jordan Clarkson,clarkjo01,2022,4711,2311,2.834213178,-0.971008253,1.863204925,2.237284786,2.239433803,4.476718589,2.798122861,-0.391520262,2.406602599,6.085724549,5.381616577,0.704107972,2.755396337,-0.394437563,2.360958774,-0.504839665
Nic Claxton,claxtni01,2022,2240,1072,-1.346205538,1.599286161,0.253080623,-0.842673553,1.234246634,0.391573081,-1.356316031,1.636422119,0.280106088,1.696352258,0.905193838,0.79115842,-1.126831154,0.513845027,-0.612986127,-0.548314958
Amir Coffey,coffeam01,2022,3265,1567,0.206024982,-0.583761626,-0.377736644,0.318179351,-1.64924351,-1.331064159,0.264000098,-0.875610416,-0.611610318,1.706179834,1.706179834,0,-0.764074898,-1.109829601,-1.8739045,-0.200474015
Darren Collison,collida01,2022,88,37,-8.043987028,-9.955420335,-17.99940736,-5.476078945,-4.806936403,-10.28301535,-7.990041242,-9.471427577,-17.46146882,-0.278437541,-0.278437541,0,-8.681316339,-8.75137187,-17.43268821,0.260440544
John Collins,collijo01,2022,3663,1785,0.876034532,0.626954704,1.502989236,-0.759745825,0.510061936,-0.249683889,0.542347912,0.682048774,1.224396686,3.600208716,3.547305035,0.052903682,1.358358912,0.498629148,1.856988061,-0.342305543
Zach Collins,colliza01,2022,1089,502,-3.376229438,-0.139030455,-3.515259893,-1.80050836,0.218561819,-1.581946541,-3.258712912,-0.046039652,-3.304752564,-0.143482792,-0.143482792,0,-3.685307336,0.242012657,-3.443294678,0.984902215
Mike Conley,conlemi01,2022,4615,2232,2.762915831,0.453453664,3.216369495,-1.120761255,3.896090328,2.775329072,2.063415926,1.17482097,3.238236896,6.713103322,7.086848195,-0.373744874,1.796449429,1.486467487,3.282916916,-0.543982079
Pat Connaughton,connapa01,2022,4247,2009,1.028143088,0.885371912,1.913515,-1.20513257,-2.363175491,-3.568308061,0.602942525,0.228709067,0.831651591,3.680611241,2.850737397,0.829873844,0.474214014,0.233643313,0.707857326,-0.528785076
Tyler Cook,cookty01,2022,421,200,-4.354538455,-0.390577354,-4.745115809,-3.072449558,-3.570692365,-6.643141923,-4.353333799,-1.051623506,-5.404957305,-0.270305662,-0.270305662,0,-4.685237121,-0.893331041,-5.578568163,-0.223762532
Sharife Cooper,coopesh01,2022,86,39,-15.04349438,-5.723736224,-20.76723061,-26.45869742,-0.260361741,-26.71905916,-18.41506447,-4.917924932,-23.3329894,-0.41102239,-0.41102239,0,-15.02480514,-7.92106802,-22.94587316,0.358003456
Petr Cornelie,cornepe01,2022,87,38,-6.783283331,-2.165077897,-8.948361227,-3.941782999,5.439022625,1.497239626,-6.614409805,-0.67710527,-7.291515075,-0.090855302,-0.090855302,0,-3.672044289,-3.334659633,-7.006703922,3.187205113
DeMarcus Cousins,couside01,2022,1619,775,0.429605508,2.892494686,3.322100194,2.145599801,-2.009868811,0.13573099,0.733133122,2.037063753,2.770196875,2.237431334,1.679820259,0.557611075,1.509113945,1.492035379,3.001149324,1.723775126
Robert Covington,covinro01,2022,4030,1940,-1.058656866,2.617168675,1.558511809,0.773658112,1.742661077,2.51631919,-0.728693314,2.641103454,1.912410141,4.628683417,4.628683417,0,0.071575966,2.83465901,2.906234977,0.422497154
Torrey Craig,craigto01,2022,3486,1665,-1.860537565,0.36600412,-1.494533445,-3.092087561,-1.351583131,-4.443670692,-2.236995899,0.043519053,-2.193476847,0.471482289,0.54529754,-0.073815251,-2.339384083,-0.258498064,-2.597882147,-0.092264259
Jae Crowder,crowdja01,2022,4723,2269,-0.677162349,1.910497335,1.233334986,0.950416462,-0.013257675,0.937158787,-0.400414711,1.579044142,1.178629431,4.546936802,4.237048359,0.309888443,0.024656107,2.131329541,2.155985648,0.628818097
Jarrett Culver,culveja01,2022,776,360,-2.671641383,-0.012018825,-2.683660208,-4.561987043,0.033644935,-4.528342108,-3.289282603,-0.062906547,-3.35218915,-0.110165201,0.022847181,-0.133012381,-2.309772763,0.696022739,-1.613750024,0.265866648
Jarron Cumberland,cumbeja01,2022,25,12,0.855126349,-11.4168743,-10.56174796,14.00584204,0.770310401,14.77615245,3.725454659,-9.445231666,-5.719777007,-0.018001389,-0.018001389,0,0.08197287,-11.83592106,-11.75394819,-0.994267006
Cade Cunningham,cunnica01,2022,4294,2088,-2.122695605,-0.293976611,-2.416672216,2.095613998,-1.033145089,1.062468909,-1.244426394,-0.432127533,-1.676553928,1.151160651,1.151160651,0,-1.189386363,0.158411568,-1.030974794,0.666469752
Seth Curry,curryse01,2022,4566,2267,1.357412335,-1.134852495,0.22255984,0.936480149,-0.421021196,0.515458953,1.324663822,-1.052646318,0.272017505,3.456124351,3.180022062,0.276102289,1.483158589,-0.440752771,1.042405819,-0.735573852
Stephen Curry,curryst01,2022,6218,2975,6.18937839,-0.033721296,6.155657094,4.759827479,3.022106947,7.781934425,6.242839239,0.552443603,6.795282842,14.92691878,10.14847901,4.778439773,6.886650518,1.069905736,7.956556255,1.860975654
Anthony Davis,davisan02,2022,2977,1404,0.500104724,2.607800727,3.107905451,-3.773397093,2.640485745,-1.132911348,-0.33533752,2.790039871,2.454702351,3.734707536,3.734707536,0,0.205791901,2.350891138,2.556683038,0.173571882
Ed Davis,davised01,2022,407,201,-3.273815885,-0.758223829,-4.032039715,-7.026625275,9.551893792,2.525268517,-4.268144079,1.299108392,-2.969035687,-0.022254554,-0.022254554,0,-5.048105942,0.920454693,-4.127651248,-0.924246183
Terence Davis,daviste02,2022,1148,536,1.170805485,-0.325783766,0.845021719,4.455896468,2.43369247,6.889588938,1.956561068,0.280470612,2.237031681,1.37942734,1.37942734,0,1.715150066,-0.414391058,1.300759008,1.146672392
Gabriel Deck,deckga01,2022,120,56,-2.134263975,-2.359650271,-4.493914246,-3.708037646,-5.354811109,-9.062848755,-2.461994876,-3.039858849,-5.501853725,-0.078529275,-0.078529275,0,-3.953246524,-4.676435324,-8.629681847,-0.120181353
Dewayne Dedmon,dedmode01,2022,2464,1203,-2.528256353,0.961983769,-1.566272584,-0.62003924,-0.472541157,-1.092580396,-2.313661519,0.653960097,-1.659701422,0.66233585,0.768358002,-0.106022152,-2.474716444,0.438375109,-2.036341336,-0.129874263
Sam Dekker,dekkesa01,2022,2,1,-20.28610661,-20.12412144,-40.41022805,-67.77747808,-89.0961228,-156.8736009,-31.57365277,-35.7823478,-67.35600058,-0.032588159,-0.032588159,0,-31.22062226,-37.87174504,-69.0923673,-1.134135758
Javin DeLaurier,delauja01,2022,8,3,2.729317077,-0.761998384,1.967318692,46.47522187,16.58390232,63.05912418,11.94367316,2.80967664,14.7533498,0.027500905,0.027500905,0,12.13166115,2.561152732,14.69281388,2.651294569
DeMar DeRozan,derozde01,2022,6146,2946,3.214892012,-2.343812539,0.871079473,4.492017097,-1.381365733,3.110651364,3.6460724,-2.277408934,1.368663466,6.185912524,6.21202574,-0.026113216,2.602068988,-2.082277871,0.519791116,-0.080474718
Mamadi Diakite,diakima01,2022,380,188,-4.729799243,1.120420457,-3.609378787,-4.36918329,4.296398057,-0.072785233,-4.876959365,1.886242947,-2.990716418,-0.022968068,-0.022968068,0,-5.690545295,1.967762457,-3.722782837,-0.523524288
Cheick Diallo,diallch01,2022,72,31,-6.221617826,-3.271245832,-9.492863659,-13.39588936,-11.3485704,-24.74445975,-8.033215861,-5.10156306,-13.13477892,-0.16457422,-0.16457422,0,-6.259777208,-3.453031713,-9.712808921,0.198778354
Hamidou Diallo,diallha01,2022,2662,1269,-0.533585196,1.142270813,0.608685617,-2.484763185,1.315185706,-1.169577479,-0.880464775,1.289832737,0.409367962,2.053955844,2.053955844,0,-1.185175747,1.924215259,0.739039512,0.412751524
Gorgui Dieng,dienggo01,2022,798,381,-0.529316436,1.354900692,0.825584257,-5.894357238,-0.858406112,-6.75276335,-1.727699135,1.031403649,-0.696295486,0.403733207,0.448046139,-0.044312933,-0.893870948,0.655504697,-0.23836625,0.194592781
Spencer Dinwiddie,dinwisp01,2022,5037,2481,2.552314161,-0.917079741,1.63523442,-1.343330827,1.430481525,0.087150697,1.884695177,-0.480693916,1.404001261,5.262388026,4.309553794,0.952834232,1.649741704,-0.327244332,1.322497372,-0.87190971
Donte DiVincenzo,divindo01,2022,2154,1006,-1.682447459,1.185480484,-0.496966974,-2.509163102,0.795210045,-1.713953056,-1.955763452,1.204323142,-0.751440311,1.044538798,1.044538798,0,-1.146461731,0.694571605,-0.451890126,0.912034308
Luka Doncic,doncilu01,2022,5683,2853,6.481760127,1.016725653,7.49848578,1.260058963,-0.957941391,0.302117573,5.740278663,0.642512508,6.382791172,13.57500802,10.0902247,3.484783324,6.178145056,1.214947334,7.393092389,1.20065548
Luguentz Dort,dortlu01,2022,3495,1665,-0.929766897,1.289361654,0.359594756,-3.508150799,0.36934853,-3.138802268,-1.397355963,1.186369668,-0.210986295,2.174036369,2.174036369,0,-2.123741702,1.177316812,-0.94642489,0.796897858
Ayo Dosunmu,dosunay01,2022,4594,2196,-1.134217832,-1.805025172,-2.939243004,-3.119869383,-2.028170621,-5.148040004,-1.608283994,-1.943165851,-3.551449845,-0.899463332,-0.823054542,-0.076408789,-1.808268961,-1.223849096,-3.032118057,0.02512151
Damyean Dotson,dotsoda01,2022,40,21,-1.146722873,-7.630199369,-8.776922242,4.067595985,-2.132657581,1.934938404,-0.135032009,-6.937583319,-7.072615328,-0.044375143,-0.044375143,0,-3.975223769,-8.243999349,-12.21922312,-4.185137346
Devon Dotson,dotsode01,2022,176,85,0.801811884,-1.174611925,-0.372800042,-1.850719713,-2.352525878,-4.203245592,0.307371153,-1.45921197,-1.151840817,0.069248035,0.069248035,0,-1.348316397,-2.01744513,-3.365761527,-0.085612207
Sekou Doumbouya,doumbse01,2022,36,16,5.458273848,16.20446938,21.66274323,-4.718507553,42.07899541,37.36048786,3.785789052,22.70700374,26.49279279,0.246015277,0.246015277,0,2.178636835,14.56256581,16.74120265,3.058344786
Jeff Dowtin,dowtije01,2022,229,108,-5.75050028,-2.317096879,-8.067597159,-6.170268231,0.662848673,-5.507419559,-6.141779931,-1.836208077,-7.977988008,-0.291625497,-0.291625497,0,-6.360313239,-1.638312875,-7.998626115,0.055073734
P.J. Dozier,doziepj01,2022,704,340,-0.893807819,2.846884582,1.953076763,-8.952143557,0.681408754,-8.270734803,-2.638497725,2.569958002,-0.068539723,0.463924477,0.463924477,0,-1.723384435,1.378934897,-0.344449538,-0.262950893
Goran Dragic,dragigo01,2022,1223,577,-0.780959507,-0.283930619,-1.064890126,2.162960312,-0.593253007,1.569707305,-0.254626497,-0.352988897,-0.607615394,0.64632219,0.372571118,0.273751072,0.497766413,-0.400240914,0.097525499,-0.168788876
Andre Drummond,drumman01,2022,3092,1497,-0.823629361,2.863295024,2.039665662,1.377616359,-0.374638127,1.002978231,-0.445701238,2.351629895,1.905928657,3.575293786,3.497033441,0.078260345,-0.537541424,2.97797328,2.440431855,0.592109675
Chris Duarte,duartch01,2022,3188,1541,-0.491883564,0.36720081,-0.124682753,-1.599195302,2.845226472,1.246031169,-0.76408392,0.954203868,0.190119948,2.311261203,2.311261203,0,0.042742378,0.479914451,0.522656829,-0.013610598
David Duke Jr.,dukeda01,2022,714,341,-1.739152829,-1.76749364,-3.506646469,-0.548713162,-0.826698807,-1.375411969,-1.599431607,-1.643254193,-3.2426858,-0.085782291,-0.085782291,0,-1.741131602,-0.777154992,-2.518286594,0.076653231
Kris Dunn,dunnkr01,2022,709,336,-1.89489248,0.454024558,-1.440867923,0.940296028,-1.623574547,-0.68327852,-1.366636074,0.13195595,-1.234680124,0.260001832,0.260001832,0,-3.548855925,0.516201613,-3.032654311,0.09038688
Kevin Durant,duranke01,2022,4667,2223,4.595078762,-0.534329219,4.060749544,2.777183089,2.351360058,5.128543148,4.449173785,0.052726612,4.501900397,8.250891244,8.916096906,-0.665205662,5.139603654,-0.904172004,4.23543165,1.891118942
Jaime Echenique,echenja01,2022,4,3,-2.012185776,2.254334617,0.242148841,-53.16342485,42.68741663,-10.47600822,-12.8905922,10.77176951,-2.118822689,0.000920974,0.000920974,0,-7.597630646,1.906586162,-5.691044483,-4.669058426
Anthony Edwards,edwaran01,2022,5684,2693,1.613423342,-0.052684781,1.560738562,2.006576531,0.448974583,2.455551114,1.753872341,0.049473398,1.803345738,6.288867955,5.697930374,0.590937581,2.392469773,0.674205346,3.066675119,0.251011627
Carsen Edwards,edwarca01,2022,166,79,-2.283079569,-3.022833578,-5.305913147,0.077725266,-2.278359504,-2.200634239,-1.855505866,-3.012830659,-4.868336525,-0.08550417,-0.08550417,0,-4.835647337,-2.866694946,-7.702342283,0.14397229
Kessler Edwards,edwarke02,2022,2086,994,-2.682676865,-1.299334866,-3.98201173,1.348303377,-3.695914979,-2.347611602,-2.02449948,-1.864445298,-3.888944778,-0.579428406,-0.565793148,-0.013635258,-1.94079146,-1.518767395,-3.459558855,0.193073082
Rob Edwards,edwarro01,2022,21,11,-1.35677114,5.073250456,3.716479316,-34.9175231,-2.145317303,-37.0628404,-8.319230012,3.904026538,-4.415203474,-0.009541051,-0.009541051,0,-8.736400148,-0.085769648,-8.822169796,2.09301659
CJ Elleby,ellebcj01,2022,2457,1174,-2.920608349,-1.867084212,-4.787692561,-3.280394268,-3.594374,-6.874768268,-3.138139692,-2.268927308,-5.407067,-1.597882438,-1.597882438,0,-3.189194487,-2.758754713,-5.9479492,0.400023969
Wayne Ellington,ellinwa01,2022,1705,810,-1.165551292,-0.886609061,-2.052160353,-1.559775103,-0.793893336,-2.353668439,-1.287825358,-0.877284709,-2.165110066,0.240908072,0.240908072,0,-1.143202268,-1.918657859,-3.061860127,-0.332930211
Joel Embiid,embiijo01,2022,5377,2682,3.547521791,4.137991026,7.685512817,3.021905513,3.18162144,6.203526953,3.615599885,4.160000394,7.775600278,14.52112669,12.69572362,1.825403073,3.853333058,4.288259416,8.141592474,0.541375094
James Ennis III,ennisja01,2022,120,56,-0.528660073,-2.265943878,-2.794603951,1.379922471,-1.197981896,0.181940575,-0.160709771,-2.173587133,-2.334296904,-0.009207529,-0.009207529,0,0.090512738,-3.63201605,-3.541503312,0.020876264
Drew Eubanks,eubandr01,2022,2613,1245,-2.339202401,-1.023994482,-3.363196883,-2.640859343,-3.589992907,-6.23085225,-2.515975726,-1.564760635,-4.08073636,-0.853084814,-0.853084814,0,-2.580827993,-1.363629784,-3.944457777,-0.052075913
Tacko Fall,fallta01,2022,121,59,-4.016075158,4.202549141,0.186473983,-0.302238464,3.200244636,2.898006172,-3.509394989,4.188604967,0.679209977,0.102053974,0.102053974,0,-2.650161302,0.713773479,-1.936387823,-1.13484906
Derrick Favors,favorde01,2022,1358,653,-3.257039118,1.458225263,-1.798813855,-4.52513129,3.228037667,-1.297093624,-3.663269291,1.934022453,-1.729246838,0.336367038,0.336367038,0,-4.433393614,1.10703473,-3.326358884,-1.090291157
Bruno Fernando,fernabr01,2022,336,152,-1.662421859,2.20878799,0.546366131,-7.432425815,-0.668065827,-8.100491642,-2.927585328,1.751819266,-1.175766062,0.133702934,0.133702934,0,-3.822118464,-0.346672204,-4.168790668,0.640383332
Dorian Finney-Smith,finnedo01,2022,6554,3332,-0.499465921,1.122352916,0.622886996,6.750051374,-1.671307972,5.078743402,0.960332265,0.576683864,1.53701613,7.298266938,4.669524608,2.62874233,1.093194904,1.445978559,2.539173462,-1.291001105
Malik Fitts,fittsma01,2022,168,79,0.08534398,-3.531547109,-3.446203129,-8.658148067,6.466105258,-2.192042809,-1.808085516,-1.778459103,-3.586544619,-0.02905903,-0.107246779,0.078187749,-1.560307783,-4.557618272,-6.117926055,-1.02112751
Malachi Flynn,flynnma01,2022,1192,573,-0.28637587,0.707871251,0.421495381,-0.017852691,-2.218572908,-2.236425599,-0.261653389,0.128797917,-0.132855472,0.760491911,0.724882997,0.035608914,-0.36850199,-0.187689091,-0.556191081,-0.703858222
Bryn Forbes,forbebr01,2022,2871,1362,0.087328389,-4.325714414,-4.238386024,-0.858783346,0.931933618,0.073150272,-0.132854384,-3.48708174,-3.619936124,-0.603145708,-0.638255326,0.035109618,-0.250639643,-4.10128207,-4.351921713,0.190390725
Aleem Ford,fordal03,2022,144,74,-7.856359404,-0.599119431,-8.455478836,-3.120935739,-9.405914572,-12.52685031,-7.292248856,-2.476903636,-9.769152492,-0.261922245,-0.261922245,0,-6.627621614,-2.270400496,-8.89802211,-1.163948852
Trent Forrest,forretr01,2022,1564,765,-1.507206953,0.481557536,-1.025649418,1.636696207,0.750122636,2.386818843,-0.983422686,0.536806523,-0.446616163,0.888744954,0.888744954,0,-1.332174656,-0.480448315,-1.81262297,-1.142687572
Evan Fournier,fournev01,2022,4811,2358,0.234807933,-1.18635696,-0.951549027,2.580512391,-3.90370294,-1.32319055,0.75910198,-1.843075633,-1.083973653,2.018028208,2.018028208,0,1.024626877,-1.135440729,-0.110813852,0.68417064
De'Aaron Fox,foxde01,2022,4421,2083,1.556548574,-2.361671137,-0.805122563,2.507010979,-3.028375448,-0.521364469,1.876641143,-2.600854934,-0.724213791,2.170253133,2.170253133,0,1.334430877,-1.61888848,-0.284457603,0.806179815
Melvin Frazier Jr.,frazime01,2022,246,120,-9.646687697,-8.661489431,-18.30817713,-9.684357095,-10.6303216,-20.31467869,-10.10629261,-9.57498991,-19.68128252,-1.033963756,-1.033963756,0,-9.636282656,-7.541860157,-17.17814281,-0.254404634
Tim Frazier,fraziti01,2022,428,208,-5.414663666,0.892340167,-4.522323499,-6.427721079,0.194855352,-6.232865726,-5.89614184,0.813908064,-5.082233776,-0.253817836,-0.253817836,0,-5.257765264,-0.105561649,-5.363326913,-0.770802169
Markelle Fultz,fultzma01,2022,773,360,0.308548685,1.222447199,1.530995883,0.590391317,2.790622042,3.381013359,0.514663184,1.641903698,2.156566883,0.90717928,0.90717928,0,-0.918256438,0.268560085,-0.649696353,0.663615817
Wenyen Gabriel,gabriwe01,2022,758,358,0.122836778,-3.172071378,-3.0492346,3.964080593,-1.191047452,2.773033141,0.96273122,-2.938553477,-1.975822257,0.142038241,0.142038241,0,-0.656185895,-2.761628067,-3.417813962,0.091051201
Daniel Gafford,gaffoda01,2022,2986,1444,0.220981418,-0.19428483,0.026696588,0.790506703,-2.656467226,-1.865960523,0.369515914,-0.678260062,-0.308744149,1.795111508,1.795111508,0,0.077717479,-0.436653053,-0.358935574,-0.190825761
Danilo Gallinari,gallida01,2022,3695,1784,1.007683374,-2.334623451,-1.326940077,1.649042485,-1.211693167,0.437349318,1.155456295,-2.23066473,-1.075208435,1.486611789,1.623433062,-0.136821274,1.398784829,-2.734229174,-1.335444345,-1.29292304
Langston Galloway,gallola01,2022,229,107,-6.890918547,1.37348482,-5.517433728,-8.756049891,7.032360401,-1.72368949,-7.736630592,2.626759244,-5.109871348,-0.127085481,-0.127085481,0,-7.159519858,-0.045213098,-7.204732956,-0.514224014
Darius Garland,garlada01,2022,4932,2430,3.877568142,-0.843679289,3.033888853,6.949995498,2.332184889,9.282180387,4.769545938,-0.268326233,4.501219705,8.991338375,8.991338375,0,4.114618033,0.008416437,4.12303447,0.015325327
Marcus Garrett,garrema01,2022,255,128,-3.914894515,-3.600752355,-7.51564687,3.624483932,-3.439464925,0.185019008,-2.638175144,-3.832864892,-6.471040036,-0.23985999,-0.23985999,0,-4.284266475,-2.654593493,-6.938859968,-1.294152565
Usman Garuba,garubus01,2022,518,239,-2.680163142,-1.653595808,-4.33375895,5.167233382,1.957391762,7.124625143,-1.182699704,-0.897270529,-2.079970233,0.081785673,0.081785673,0,-1.873989212,-1.987120086,-3.861109298,0.102469865
Luka Garza,garzalu01,2022,828,389,-0.320403056,-3.025317027,-3.345720083,-1.167897301,-0.224962224,-1.392859525,-0.4104542,-2.568381893,-2.978836093,-0.045760502,-0.045760502,0,-0.756165302,-2.110953796,-2.867119098,0.757247911
Rudy Gay,gayru01,2022,2163,1038,-0.325427689,0.176495553,-0.148932136,0.92514374,3.060571189,3.985714929,-0.1460871,0.760569283,0.614482184,1.779664995,1.779664995,0,0.68536589,-0.42921058,0.256155309,-0.119156223
Paul George,georgpa01,2022,2243,1077,1.571475417,3.616887697,5.188363113,-1.082188303,4.269613116,3.187424813,1.140716838,3.950826649,5.091543487,4.402187969,4.402187969,0,2.299311225,3.873608959,6.172920184,2.167115993
Taj Gibson,gibsota01,2022,1907,946,-1.890770009,0.417513421,-1.473256588,-0.363818703,2.462479698,2.098660994,-1.700070901,0.848117222,-0.851953679,0.906644156,0.906644156,0,-2.531203606,0.274904809,-2.256298797,-1.031192105
Josh Giddey,giddejo01,2022,3540,1700,-1.583434261,0.335954697,-1.247479564,-3.191204693,0.808208461,-2.382996232,-1.89370601,0.462895069,-1.430810941,1.150803406,1.150803406,0,-2.08570409,-0.121906736,-2.207610826,0.578416522
Shai Gilgeous-Alexander,gilgesh01,2022,4103,1942,2.427941792,-0.429806728,1.998135064,2.395520154,-2.496807921,-0.101287766,2.752404062,-0.876446005,1.875958057,4.599762159,4.599762159,0,1.560463253,-0.731713206,0.828750047,0.356163343
Anthony Gill,gillan01,2022,970,463,-0.111215923,-1.441585965,-1.552801888,2.798665081,3.01797326,5.816638341,0.506618095,-0.565344071,-0.058725976,0.635343394,0.635343394,0,-1.462014656,-2.514519603,-3.976534258,-0.062346962
Freddie Gillespie,gillefr01,2022,244,119,-6.427119476,3.269047983,-3.158071492,-3.685958947,-0.476637814,-4.162596762,-6.193570022,2.701732899,-3.491837122,-0.044798059,-0.044798059,0,-6.256365279,1.841949404,-4.414415875,-0.536633638
Rudy Gobert,goberru01,2022,4762,2317,0.158153278,6.970415517,7.128568795,-0.129640072,4.221055558,4.091415486,0.063774144,6.82254861,6.886322754,11.3719467,10.7522126,0.619734107,0.00103165,5.754409202,5.755440852,-0.134186827
Brandon Goodwin,goodwbr01,2022,1005,502,-1.309658356,0.80679528,-0.502863076,-2.580655577,-3.759118761,-6.339774338,-1.645950786,-0.130065203,-1.776015989,0.24691787,0.24691787,0,-2.533979624,0.435236156,-2.098743468,-1.017961307
Jordan Goodwin,goodwjo01,2022,9,6,-30.57681363,-2.416319503,-32.99313313,-42.19029213,-19.66828576,-61.8585779,-34.89015842,-6.135576472,-41.02573489,-0.108743131,-0.108743131,0,-20.42475699,-4.482941692,-24.90769868,-7.191955211
Aaron Gordon,gordoaa01,2022,5225,2536,-0.628509888,0.005235133,-0.623274755,5.523615765,-1.108198876,4.415416889,0.578395602,-0.214953417,0.363442185,4.044390443,3.45589213,0.588498313,0.836087327,-0.826651643,0.009435685,-0.114560833
Eric Gordon,gordoer01,2022,3572,1669,-0.503077105,-3.117381607,-3.620458712,2.090942116,-0.365233569,1.725708547,0.046728207,-2.67232903,-2.625600823,0.105993869,0.105993869,0,-0.66561335,-4.164586896,-4.830200246,0.061372115
Devonte' Graham,grahade01,2022,4558,2222,0.91730894,-1.625119665,-0.707810725,0.698833718,-0.972550159,-0.273716441,0.931291532,-1.577517949,-0.646226417,2.378497927,2.255766004,0.122731923,1.242348859,-1.435008227,-0.192659368,-0.569729106
Jerami Grant,grantje01,2022,3072,1500,0.085883976,-1.549756197,-1.463872221,-3.413735153,2.86598092,-0.547754233,-0.522856679,-0.68826536,-1.211122039,1.176527362,1.176527362,0,-0.877498477,-0.856510502,-1.73400898,-0.099853242
Hassani Gravett,graveha01,2022,342,171,-0.619982578,-0.67250687,-1.292489448,0.3006572,2.41618067,2.716837871,-0.403993593,-0.0571713,-0.461164893,0.197976012,0.197976012,0,-0.590832532,-0.747837893,-1.338670426,-0.857151579
Danny Green,greenda02,2022,3399,1672,-0.599805277,1.289153267,0.689347991,1.368612177,1.212286215,2.580898392,-0.248577381,1.334798771,1.08622139,3.308754824,2.514186158,0.794568666,0.084511702,1.725242247,1.809753949,0.071985382
Draymond Green,greendr01,2022,4239,2032,-1.021126396,4.571822158,3.550695763,-0.261222798,4.433800066,4.172577268,-0.962127185,4.756456224,3.794329039,6.989095088,4.210573012,2.778522076,-0.148843805,4.717914661,4.569070856,1.648047842
JaMychal Green,greenja01,2022,2383,1154,-1.600615623,-0.455612148,-2.056227772,-3.890180043,0.492735342,-3.397444701,-2.207507807,-0.288688726,-2.496196533,0.152853735,0.077779878,0.075073857,-1.568072084,-0.45802924,-2.026101324,-0.040694429
Javonte Green,greenja02,2022,3339,1591,-0.371654061,1.832145011,1.46049095,2.134158965,0.388002117,2.522161081,0.140909127,1.658042305,1.798951431,3.69148966,3.456735461,0.234754199,-0.442778198,1.908548822,1.465770624,-0.184922755
Jalen Green,greenja05,2022,4566,2138,-1.000642064,-2.557744116,-3.558386179,-3.609121758,-2.95124907,-6.560370829,-1.538791421,-2.727072257,-4.265863678,-1.664680952,-1.664680952,0,-1.696773346,-3.144578813,-4.841352159,0.675267453
Jeff Green,greenje02,2022,4063,1962,-1.891164181,-1.644809799,-3.53597398,0.623809404,-2.282414486,-1.658605082,-1.506757225,-1.878335689,-3.385092914,-0.627383214,-0.750297006,0.122913792,-1.528955567,-2.64795698,-4.176912547,-0.38631404
Josh Green,greenjo02,2022,2425,1160,-1.783572268,1.447720547,-0.335851721,-3.145191626,3.199928152,0.054736526,-2.200507605,1.874140462,-0.326367143,1.440408119,1.46898286,-0.02857474,-2.53644811,1.061823051,-1.474625058,0.550687367
Blake Griffin,griffbl01,2022,2077,983,-0.709921161,5.295122286,4.585201125,-2.533086315,-2.35564575,-4.888732065,-1.161143827,4.033566438,2.872422611,2.886425763,2.391358056,0.495067707,-0.530896223,3.515847695,2.984951472,0.335463557
Quentin Grimes,grimequ01,2022,1583,786,-0.557333782,0.785012066,0.227678284,-4.432388081,3.732527439,-0.699860642,-1.393638879,1.433797932,0.040159053,1.117362849,1.117362849,0,-0.680884024,1.106134624,0.4252506,-0.13754254
Kyle Guy,guyky01,2022,400,186,-1.29318573,-0.014326717,-1.307512447,-7.380746327,-1.541062155,-8.921808482,-2.677639697,-0.383257355,-3.060897053,-0.02986473,-0.02986473,0,-2.09981995,-1.589172826,-3.688992776,1.225221499
Rui Hachimura,hachiru01,2022,1937,943,-0.992902426,-2.458552652,-3.451455077,-0.290877816,-4.340685716,-4.631563532,-0.884269582,-2.972701875,-3.856971457,-0.528491086,-0.528491086,0,-1.118056286,-3.001465329,-4.119521614,-0.768627148
Tyrese Haliburton,halibty01,2022,5652,2695,3.183194911,-0.883788331,2.29940658,0.163806216,-1.694797522,-1.530991306,2.764219876,-1.066540207,1.697679669,6.112345634,6.112345634,0,2.379538031,-0.61495861,1.76457942,-0.048518646
Tyler Hall,hallty01,2022,5,2,-6.092543455,-6.832322909,-12.92486636,-34.5428029,-32.64742836,-67.19023126,-12.50983484,-12.68923854,-25.19907338,-0.02280321,-0.02280321,0,-12.75071064,-12.58247663,-25.33318727,-0.453257922
R.J. Hampton,hamptrj01,2022,2965,1402,-3.028467505,-1.733627859,-4.762095364,-5.448625539,-3.043362429,-8.491987968,-3.619847276,-2.088148931,-5.707996207,-2.118598929,-2.118598929,0,-4.313295335,-2.050960621,-6.364255956,0.129646745
